TIME,GEO,UNIT,Value,Flag and Footnotes
2011,European Union - 27 countries (from 2020),Million euro,"11,323,915.68",
2011,Belgium,Million euro,"375,967.80",
2011,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Million euro,"71,211.62",
2011,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Million euro,"71,211.62",
2011,Vlaams Gewest,Million euro,"216,565.22",
2011,Prov. Antwerpen,Million euro,"70,963.63",
2011,Prov. Limburg (BE),Million euro,"23,653.28",
2011,Prov. Oost-Vlaanderen,Million euro,"44,795.55",
2011,Prov. Vlaams-Brabant,Million euro,"39,327.90",
2011,Prov. West-Vlaanderen,Million euro,"37,824.86",
2011,Région wallonne,Million euro,"87,937.49",
2011,Prov. Brabant wallon,Million euro,"13,791.38",
2011,Prov. Hainaut,Million euro,"29,362.42",
2011,Prov. Liège,Million euro,"27,199.42",
2011,Prov. Luxembourg (BE),Million euro,"6,119",
2011,Prov. Namur,Million euro,"11,465.28",
2011,Extra-Regio NUTS 1,Million euro,253.47,
2011,Extra-Regio NUTS 2,Million euro,253.47,
2011,Bulgaria,Million euro,"41,478.91",
2011,Severna i yugoiztochna Bulgaria,Million euro,"15,658.21",
2011,Severozapaden,Million euro,"3,006.43",
2011,Severen tsentralen,Million euro,"3,271.94",
2011,Severoiztochen,Million euro,"4,439.23",
2011,Yugoiztochen,Million euro,"4,940.61",
2011,Yugozapadna i yuzhna tsentralna Bulgaria,Million euro,"25,820.70",
2011,Yugozapaden,Million euro,"20,002.65",
2011,Yuzhen tsentralen,Million euro,"5,818.05",
2011,Czechia,Million euro,"165,202.24",
2011,Cesko,Million euro,"165,202.24",
2011,Praha,Million euro,"43,101.45",
2011,Strední Cechy,Million euro,"18,103.70",
2011,Jihozápad,Million euro,"16,374.32",
2011,Severozápad,Million euro,"13,227.24",
2011,Severovýchod,Million euro,"19,172.84",
2011,Jihovýchod,Million euro,"23,740.94",
2011,Strední Morava,Million euro,"15,280.01",
2011,Moravskoslezsko,Million euro,"16,201.73",
2011,Denmark,Million euro,"247,879.85",
2011,Danmark,Million euro,"238,938.09",
2011,Hovedstaden,Million euro,"93,288.52",
2011,Sjælland,Million euro,"24,744.87",
2011,Syddanmark,Million euro,"48,275.03",
2011,Midtjylland,Million euro,"51,001.37",
2011,Nordjylland,Million euro,"21,628.14",
2011,Extra-Regio NUTS 1,Million euro,"8,941.76",
2011,Extra-Regio NUTS 2,Million euro,"8,941.76",
2011,Germany (until 1990 former territory of the FRG),Million euro,"2,693,560",
2011,Baden-Württemberg,Million euro,"405,608.48",
2011,Stuttgart,Million euro,"170,365.17",
2011,Karlsruhe,Million euro,"101,910.76",
2011,Freiburg,Million euro,"69,679.68",
2011,Tübingen,Million euro,"63,652.87",
2011,Bayern,Million euro,"483,474.93",
2011,Oberbayern,Million euro,"209,775.43",
2011,Niederbayern,Million euro,"39,174.78",
2011,Oberpfalz,Million euro,"36,823.82",
2011,Oberfranken,Million euro,"32,509.90",
2011,Mittelfranken,Million euro,"61,933.78",
2011,Unterfranken,Million euro,"44,416.04",
2011,Schwaben,Million euro,"58,841.17",
2011,Berlin,Million euro,"108,111.27",
2011,Berlin,Million euro,"108,111.27",
2011,Brandenburg,Million euro,"57,467.92",
2011,Brandenburg,Million euro,"57,467.92",
2011,Bremen,Million euro,"27,245.11",
2011,Bremen,Million euro,"27,245.11",
2011,Hamburg,Million euro,"94,663.57",
2011,Hamburg,Million euro,"94,663.57",
2011,Hessen,Million euro,"236,927.16",
2011,Darmstadt,Million euro,"170,367.27",
2011,Gießen,Million euro,"29,723.63",
2011,Kassel,Million euro,"36,836.27",
2011,Mecklenburg-Vorpommern,Million euro,"36,159.90",
2011,Mecklenburg-Vorpommern,Million euro,"36,159.90",
2011,Niedersachsen,Million euro,"239,724.98",
2011,Braunschweig,Million euro,"60,910.94",
2011,Hannover,Million euro,"68,978.71",
2011,Lüneburg,Million euro,"38,097.95",
2011,Weser-Ems,Million euro,"71,737.37",
2011,Nordrhein-Westfalen,Million euro,"577,122.67",
2011,Düsseldorf,Million euro,"182,797",
2011,Köln,Million euro,"151,827.32",
2011,Münster,Million euro,"73,573.73",
2011,Detmold,Million euro,"63,450.54",
2011,Arnsberg,Million euro,"105,474.08",
2011,Rheinland-Pfalz,Million euro,"117,322.67",
2011,Koblenz,Million euro,"40,457.75",
2011,Trier,Million euro,"13,344.39",
2011,Rheinhessen-Pfalz,Million euro,"63,520.53",
2011,Saarland,Million euro,"31,789.90",
2011,Saarland,Million euro,"31,789.90",
2011,Sachsen,Million euro,"99,403.20",
2011,Dresden,Million euro,"39,168.53",
2011,Chemnitz,Million euro,"34,551.60",
2011,Leipzig,Million euro,"25,683.09",
2011,Sachsen-Anhalt,Million euro,"51,982.67",
2011,Sachsen-Anhalt,Million euro,"51,982.67",
2011,Schleswig-Holstein,Million euro,"75,930.13",
2011,Schleswig-Holstein,Million euro,"75,930.13",
2011,Thüringen,Million euro,"50,625.42",
2011,Thüringen,Million euro,"50,625.42",
2011,Estonia,Million euro,"16,677.26",
2011,Eesti,Million euro,"16,677.26",
2011,Eesti,Million euro,"16,677.26",
2011,Ireland,Million euro,"171,683.37",
2011,Éire/Ireland,Million euro,"171,683.37",
2011,Northern and Western,Million euro,"22,353.25",
2011,Southern,Million euro,"56,891.65",
2011,Eastern and Midland,Million euro,"92,438.52",
2011,Greece,Million euro,"203,308.22",
2011,Attiki,Million euro,"98,648.60",
2011,Attiki,Million euro,"98,648.60",
2011,"Nisia Aigaiou, Kriti",Million euro,"19,049.47",
2011,Voreio Aigaio,Million euro,"2,896.87",
2011,Notio Aigaio,Million euro,"6,564.38",
2011,Kriti,Million euro,"9,588.22",
2011,Voreia Ellada,Million euro,"45,074.87",
2011,"Anatoliki Makedonia, Thraki",Million euro,"8,011.30",
2011,Kentriki Makedonia,Million euro,"27,534.82",
2011,Dytiki Makedonia,Million euro,"4,980.50",
2011,Ipeiros,Million euro,"4,548.25",
2011,Kentriki Ellada,Million euro,"40,535.28",
2011,Thessalia,Million euro,"9,717.56",
2011,Ionia Nisia,Million euro,"3,421.85",
2011,Dytiki Ellada,Million euro,"9,367.10",
2011,Sterea Ellada,Million euro,"9,231.88",
2011,Peloponnisos,Million euro,"8,796.88",
2011,Spain,Million euro,"1,063,763",
2011,Noroeste (ES),Million euro,"90,766.78",
2011,Galicia,Million euro,"55,767.74",
2011,Principado de Asturias,Million euro,"22,375.90",
2011,Cantabria,Million euro,"12,623.14",
2011,Noreste (ES),Million euro,"123,347.97",
2011,País Vasco,Million euro,"64,130.35",
2011,Comunidad Foral de Navarra,Million euro,"17,941.74",
2011,La Rioja,Million euro,"7,907.91",
2011,Aragón,Million euro,"33,367.97",
2011,Comunidad de Madrid,Million euro,"198,464.97",
2011,Comunidad de Madrid,Million euro,"198,464.97",
2011,Centro (ES),Million euro,"110,571.82",
2011,Castilla y León,Million euro,"54,575.10",
2011,Castilla-la Mancha,Million euro,"38,259",
2011,Extremadura,Million euro,"17,737.72",
2011,Este (ES),Million euro,"325,010.40",
2011,Cataluña,Million euro,"198,905.57",
2011,Comunitat Valenciana,Million euro,"99,706.72",
2011,Illes Balears,Million euro,"26,398.11",
2011,Sur (ES),Million euro,"173,619.14",
2011,Andalucía,Million euro,"143,389.59",
2011,Región de Murcia,Million euro,"27,236.55",
2011,Ciudad de Ceuta,Million euro,"1,575.72",
2011,Ciudad de Melilla,Million euro,"1,417.28",
2011,Canarias,Million euro,"40,595.34",
2011,Canarias,Million euro,"40,595.34",
2011,Extra-Regio NUTS 1,Million euro,"1,386.90",
2011,Extra-Regio NUTS 2,Million euro,"1,386.90",
2011,France,Million euro,"2,058,369",
2011,Île de France,Million euro,"615,464.02",
2011,Île de France,Million euro,"615,464.02",
2011,Centre - Val de Loire,Million euro,"68,052.10",
2011,Centre - Val de Loire,Million euro,"68,052.10",
2011,Bourgogne - Franche-Comté,Million euro,"72,841.73",
2011,Bourgogne,Million euro,"43,493.40",
2011,Franche-Comté,Million euro,"29,348.32",
2011,Normandie,Million euro,"89,691.39",
2011,Basse-Normandie,Million euro,"37,959.73",
2011,Haute-Normandie,Million euro,"51,731.66",
2011,Hauts-de-France,Million euro,"150,395",
2011,Nord-Pas-de-Calais,Million euro,"103,970.35",
2011,Picardie,Million euro,"46,424.65",
2011,Grand Est,Million euro,"148,405.52",
2011,Alsace,Million euro,"54,615.63",
2011,Champagne-Ardenne,Million euro,"37,619.33",
2011,Lorraine,Million euro,"56,170.57",
2011,Pays-de-la-Loire,Million euro,"100,883.60",
2011,Pays-de-la-Loire,Million euro,"100,883.60",
2011,Bretagne,Million euro,"84,235.09",
2011,Bretagne,Million euro,"84,235.09",
2011,Nouvelle-Aquitaine,Million euro,"154,410.08",
2011,Aquitaine,Million euro,"92,070.05",
2011,Limousin,Million euro,"17,267.31",
2011,Poitou-Charentes,Million euro,"45,072.73",
2011,Occitanie,Million euro,"146,497.32",
2011,Languedoc-Roussillon,Million euro,"65,754.54",
2011,Midi-Pyrénées,Million euro,"80,742.78",
2011,Auvergne - Rhône-Alpes,Million euro,"234,591.78",
2011,Auvergne,Million euro,"33,703.03",
2011,Rhône-Alpes,Million euro,"200,888.75",
2011,Provence-Alpes-Côte d'Azur,Million euro,"145,939.50",
2011,Provence-Alpes-Côte d'Azur,Million euro,"145,939.50",
2011,Corse,Million euro,"7,984.37",
2011,Corse,Million euro,"7,984.37",
2011,RUP FR - Régions ultrapériphériques françaises,Million euro,"37,920",
2011,Guadeloupe,Million euro,"8,636",
2011,Martinique,Million euro,"8,143",
2011,Guyane,Million euro,"3,572",
2011,La Réunion,Million euro,"16,073",
2011,Mayotte,Million euro,"1,496",
2011,Extra-Regio NUTS 1,Million euro,"1,057.50",
2011,Extra-Regio NUTS 2,Million euro,"1,057.50",
2011,Croatia,Million euro,"45,378.65",
2011,Hrvatska,Million euro,"45,378.65",
2011,Panonska Hrvatska,Million euro,"8,864.65",
2011,Jadranska Hrvatska,Million euro,"14,342.80",
2011,Grad Zagreb,Million euro,"15,503.17",
2011,Sjeverna Hrvatska,Million euro,"6,668.03",
2011,Italy,Million euro,"1,648,755.80",
2011,Nord-Ovest,Million euro,"537,398.25",
2011,Piemonte,Million euro,"127,658.90",
2011,Valle d'Aosta/Vallée d'Aoste,Million euro,"4,838.80",
2011,Liguria,Million euro,"47,152.06",
2011,Lombardia,Million euro,"357,748.38",
2011,Nord-Est,Million euro,"367,315.76",
2011,Provincia Autonoma di Bolzano/Bozen,Million euro,"20,728.87",
2011,Provincia Autonoma di Trento,Million euro,"18,859.09",
2011,Veneto,Million euro,"148,113.33",
2011,Friuli-Venezia Giulia,Million euro,"35,685.84",
2011,Emilia-Romagna,Million euro,"143,928.63",
2011,Centro (IT),Million euro,"362,353.04",
2011,Toscana,Million euro,"108,102.62",
2011,Umbria,Million euro,"22,427.20",
2011,Marche,Million euro,"40,101.89",
2011,Lazio,Million euro,"191,721.43",
2011,Sud,Million euro,"258,522.40",
2011,Abruzzo,Million euro,"32,245.31",
2011,Molise,Million euro,"6,700.01",
2011,Campania,Million euro,"102,994.61",
2011,Puglia,Million euro,"71,743.42",
2011,Basilicata,Million euro,"11,562.09",
2011,Calabria,Million euro,"33,276.96",
2011,Isole,Million euro,"121,601.41",
2011,Sicilia,Million euro,"88,279.14",
2011,Sardegna,Million euro,"33,322.27",
2011,Extra-Regio NUTS 1,Million euro,"1,565.06",
2011,Extra-Regio NUTS 2,Million euro,"1,565.06",
2011,Cyprus,Million euro,"19,803.03",
2011,Kypros,Million euro,"19,803.03",
2011,Kypros,Million euro,"19,803.03",
2011,Latvia,Million euro,"19,666.01",
2011,Latvija,Million euro,"19,635.98",
2011,Latvija,Million euro,"19,635.98",
2011,Extra-Regio NUTS 1,Million euro,30.03,
2011,Extra-Regio NUTS 2,Million euro,30.03,
2011,Lithuania,Million euro,"31,317.17",
2011,Lietuva,Million euro,"31,317.17",
2011,Sostines regionas,Million euro,"11,914.97",
2011,Vidurio ir vakaru Lietuvos regionas,Million euro,"19,402.20",
2011,Luxembourg,Million euro,"44,323.47",
2011,Luxembourg,Million euro,"44,323.47",
2011,Luxembourg,Million euro,"44,323.47",
2011,Hungary,Million euro,"102,193.51",
2011,Közép-Magyarország,Million euro,"49,367.93",
2011,Budapest,Million euro,"38,605.57",
2011,Pest,Million euro,"10,762.37",
2011,Dunántúl,Million euro,"26,700.36",
2011,Közép-Dunántúl,Million euro,"9,878.98",
2011,Nyugat-Dunántúl,Million euro,"10,408.69",
2011,Dél-Dunántúl,Million euro,"6,412.69",
2011,Alföld és Észak,Million euro,"26,125.22",
2011,Észak-Magyarország,Million euro,"7,259.98",
2011,Észak-Alföld,Million euro,"9,860.27",
2011,Dél-Alföld,Million euro,"9,004.97",
2011,Extra-Regio NUTS 1,Million euro,0,
2011,Extra-Regio NUTS 2,Million euro,0,
2011,Malta,Million euro,"6,924.60",
2011,Malta,Million euro,"6,910.62",
2011,Malta,Million euro,"6,910.62",
2011,Extra-Regio NUTS 1,Million euro,13.97,
2011,Extra-Regio NUTS 2,Million euro,13.97,
2011,Netherlands,Million euro,"650,359",
2011,Noord-Nederland,Million euro,"58,019.78",
2011,Groningen,Million euro,"26,024.22",
2011,Friesland (NL),Million euro,"18,203.74",
2011,Drenthe,Million euro,"13,791.82",
2011,Oost-Nederland,Million euro,"114,605.56",
2011,Overijssel,Million euro,"36,714.93",
2011,Gelderland,Million euro,"66,299.76",
2011,Flevoland,Million euro,"11,590.86",
2011,West-Nederland,Million euro,"342,508.07",
2011,Utrecht,Million euro,"59,540.37",
2011,Noord-Holland,Million euro,"130,946.86",
2011,Zuid-Holland,Million euro,"140,214.66",
2011,Zeeland,Million euro,"11,806.18",
2011,Zuid-Nederland,Million euro,"130,753.73",
2011,Noord-Brabant,Million euro,"94,094.30",
2011,Limburg (NL),Million euro,"36,658.33",
2011,Extra-Regio NUTS 1,Million euro,"4,472.96",
2011,Extra-Regio NUTS 2,Million euro,"4,472.96",
2011,Austria,Million euro,"310,128.66",
2011,Ostösterreich,Million euro,"136,271.75",
2011,Burgenland (AT),Million euro,"7,012.58",
2011,Niederösterreich,Million euro,"48,511.32",
2011,Wien,Million euro,"80,747.85",
2011,Südösterreich,Million euro,"57,015.05",
2011,Kärnten,Million euro,"17,548.27",
2011,Steiermark,Million euro,"39,466.78",
2011,Westösterreich,Million euro,"116,711.71",
2011,Oberösterreich,Million euro,"52,574.13",
2011,Salzburg,Million euro,"22,947.39",
2011,Tirol,Million euro,"26,948.49",
2011,Vorarlberg,Million euro,"14,241.70",
2011,Extra-Regio NUTS 1,Million euro,130.15,
2011,Extra-Regio NUTS 2,Million euro,130.15,
2011,Poland,Million euro,"379,859.97",
2011,Makroregion Poludniowy,Million euro,"78,216.03",
2011,Malopolskie,Million euro,"29,259.34",
2011,Slaskie,Million euro,"48,956.97",
2011,Makroregion Pólnocno-Zachodni,Million euro,"58,390.26",
2011,Wielkopolskie,Million euro,"35,703.51",
2011,Zachodniopomorskie,Million euro,"14,283.61",
2011,Lubuskie,Million euro,"8,403.41",
2011,Makroregion Poludniowo-Zachodni,Million euro,"40,891.88",
2011,Dolnoslaskie,Million euro,"32,706.10",
2011,Opolskie,Million euro,"8,185.78",
2011,Makroregion Pólnocny,Million euro,"48,824.40",
2011,Kujawsko-Pomorskie,Million euro,"16,897.13",
2011,Warminsko-Mazurskie,Million euro,"10,342.21",
2011,Pomorskie,Million euro,"21,584.78",
2011,Makroregion Centralny,Million euro,"32,793.93",
2011,Lódzkie,Million euro,"23,172",
2011,Swietokrzyskie,Million euro,"9,621.93",
2011,Makroregion Wschodni,Million euro,"38,383.87",
2011,Lubelskie,Million euro,"14,943.14",
2011,Podkarpackie,Million euro,"14,748.98",
2011,Podlaskie,Million euro,"8,692.02",
2011,Makroregion Województwo Mazowieckie,Million euro,"82,359.60",
2011,Warszawski stoleczny,Million euro,"62,269.52",
2011,Mazowiecki regionalny,Million euro,"20,090.08",
2011,Portugal,Million euro,"176,096.17",
2011,Continente,Million euro,"167,757.21",
2011,Norte,Million euro,"49,832.69",
2011,Algarve,Million euro,"7,377.78",
2011,Centro (PT),Million euro,"32,669.91",
2011,Área Metropolitana de Lisboa,Million euro,"66,343.85",
2011,Alentejo,Million euro,"11,532.99",
2011,Região Autónoma dos Açores (PT),Million euro,"3,722.27",
2011,Região Autónoma dos Açores (PT),Million euro,"3,722.27",
2011,Região Autónoma da Madeira (PT),Million euro,"4,440.13",
2011,Região Autónoma da Madeira (PT),Million euro,"4,440.13",
2011,Extra-Regio NUTS 1,Million euro,176.55,
2011,Extra-Regio NUTS 2,Million euro,176.55,
2011,Romania,Million euro,"131,841.64",
2011,Macroregiunea unu,Million euro,"28,959.75",
2011,Nord-Vest,Million euro,"14,365.44",
2011,Centru,Million euro,"14,594.31",
2011,Macroregiunea doi,Million euro,"27,827.18",
2011,Nord-Est,Million euro,"13,309.24",
2011,Sud-Est,Million euro,"14,517.94",
2011,Macroregiunea trei,Million euro,"52,007.65",
2011,Sud - Muntenia,Million euro,"17,198.71",
2011,Bucuresti - Ilfov,Million euro,"34,808.94",
2011,Macroregiunea patru,Million euro,"22,927.93",
2011,Sud-Vest Oltenia,Million euro,"9,917.11",
2011,Vest,Million euro,"13,010.82",
2011,Extra-Regio NUTS 1,Million euro,119.14,
2011,Extra-Regio NUTS 2,Million euro,119.14,
2011,Slovenia,Million euro,"37,058.57",
2011,Slovenija,Million euro,"37,058.57",
2011,Vzhodna Slovenija,Million euro,"16,356.96",
2011,Zahodna Slovenija,Million euro,"20,701.61",
2011,Slovakia,Million euro,"71,477.10",
2011,Slovensko,Million euro,"71,477.10",
2011,Bratislavský kraj,Million euro,"20,237.43",
2011,Západné Slovensko,Million euro,"22,992.93",
2011,Stredné Slovensko,Million euro,"13,916.45",
2011,Východné Slovensko,Million euro,"14,330.28",
2011,Finland,Million euro,"197,998",
2011,Manner-Suomi,Million euro,"196,709.03",
2011,Länsi-Suomi,Million euro,"45,622.19",
2011,Helsinki-Uusimaa,Million euro,"74,930.90",
2011,Etelä-Suomi,Million euro,"37,350.50",
2011,Pohjois- ja Itä-Suomi,Million euro,"38,805.44",
2011,Åland,Million euro,"1,199.20",
2011,Åland,Million euro,"1,199.20",
2011,Extra-Regio NUTS 1,Million euro,89.77,
2011,Extra-Regio NUTS 2,Million euro,89.77,
2011,Sweden,Million euro,"412,844.69",
2011,Östra Sverige,Million euro,"185,501.87",
2011,Stockholm,Million euro,"126,394.95",
2011,Östra Mellansverige,Million euro,"59,106.92",
2011,Södra Sverige,Million euro,"161,548.30",
2011,Småland med öarna,Million euro,"30,568.68",
2011,Sydsverige,Million euro,"52,482.06",
2011,Västsverige,Million euro,"78,497.56",
2011,Norra Sverige,Million euro,"65,665.91",
2011,Norra Mellansverige,Million euro,"29,335.62",
2011,Mellersta Norrland,Million euro,"14,447.91",
2011,Övre Norrland,Million euro,"21,882.39",
2011,Extra-Regio NUTS 1,Million euro,128.61,
2011,Extra-Regio NUTS 2,Million euro,128.61,
2011,Norway,Million euro,"358,339.49",
2011,Norge,Million euro,"272,826.03",
2011,Innlandet,Million euro,"15,242.38",
2011,Trøndelag,Million euro,"20,733.19",
2011,Nord-Norge,Million euro,"21,729.67",
2011,Oslo og Viken,Million euro,"108,572.87",
2011,Agder og Sør-Østlandet,Million euro,"30,889.18",
2011,Vestlandet,Million euro,"75,432.79",
2011,Jan Mayen and Svalbard,Million euro,225.95,
2011,Extra-Regio level 1,Million euro,"85,513.47",
2011,Extra-Regio level 2,Million euro,"85,513.47",
2011,Switzerland,Million euro,"520,201.44",
2011,Schweiz/Suisse/Svizzera,Million euro,"520,201.44",
2011,Région lémanique,Million euro,"96,014.16",
2011,Espace Mittelland,Million euro,"104,969.86",
2011,Nordwestschweiz,Million euro,"73,746.19",
2011,Zürich,Million euro,"112,429.32",
2011,Ostschweiz,Million euro,"63,482.66",
2011,Zentralschweiz,Million euro,"47,471.09",
2011,Ticino,Million euro,"22,088.16",
2011,Montenegro,Million euro,"3,264.80",
2011,Crna Gora,Million euro,"3,264.80",
2011,Crna Gora,Million euro,"3,264.80",
2011,North Macedonia,Million euro,"7,544.16",
2011,Severna Makedonija,Million euro,"7,544.16",
2011,Severna Makedonija,Million euro,"7,544.16",
2011,Albania,Million euro,"9,268.32",b
2011,Shqipëria,Million euro,"9,268.32",b
2011,Veri,Million euro,"2,214.58",b
2011,Qender,Million euro,"4,195.20",b
2011,Jug,Million euro,"2,858.55",b
2011,Serbia,Million euro,:,
2011,Srbija - sever,Million euro,:,
2011,Beogradski region,Million euro,:,
2011,Region Vojvodine,Million euro,:,
2011,Srbija - jug,Million euro,:,
2011,Region Sumadije i Zapadne Srbije,Million euro,:,
2011,Region Juzne i Istocne Srbije,Million euro,:,
2011,Extra-Regio level 1,Million euro,:,
2011,Extra-Regio level 2,Million euro,:,
2011,Türkiye,Million euro,"600,961.42",
2011,Istanbul,Million euro,"177,136.51",
2011,Istanbul,Million euro,"177,136.51",
2011,Bati Marmara,Million euro,"27,124.71",
2011,"Tekirdag, Edirne, Kirklareli",Million euro,"14,705.67",
2011,"Balikesir, Çanakkale",Million euro,"12,419.04",
2011,Ege,Million euro,"77,652.55",
2011,Izmir,Million euro,"37,442.05",
2011,"Aydin, Denizli, Mugla",Million euro,"20,365.81",
2011,"Manisa, Afyonkarahisar, Kütahya, Usak",Million euro,"19,844.68",
2011,Dogu Marmara,Million euro,"68,307.80",
2011,"Bursa, Eskisehir, Bilecik",Million euro,"33,895.33",
2011,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",Million euro,"34,412.48",
2011,Bati Anadolu,Million euro,"70,140.97",
2011,Ankara,Million euro,"56,215.04",
2011,"Konya, Karaman",Million euro,"13,925.93",
2011,Akdeniz,Million euro,"62,828",
2011,"Antalya, Isparta, Burdur",Million euro,"24,913",
2011,"Adana, Mersin",Million euro,"22,912.79",
2011,"Hatay, Kahramanmaras, Osmaniye",Million euro,"15,002.21",
2011,Orta Anadolu,Million euro,"23,348.53",
2011,"Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir",Million euro,"8,650.62",
2011,"Kayseri, Sivas, Yozgat",Million euro,"14,697.91",
2011,Bati Karadeniz,Million euro,"25,571.27",
2011,"Zonguldak, Karabük, Bartin",Million euro,"6,258.19",
2011,"Kastamonu, Çankiri, Sinop",Million euro,"4,599.81",
2011,"Samsun, Tokat, Çorum, Amasya",Million euro,"14,713.27",
2011,Dogu Karadeniz,Million euro,"13,982.29",
2011,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane",Million euro,"13,982.29",
2011,Kuzeydogu Anadolu,Million euro,"9,669.46",
2011,"Erzurum, Erzincan, Bayburt",Million euro,"5,601.53",
2011,"Agri, Kars, Igdir, Ardahan",Million euro,"4,067.93",
2011,Ortadogu Anadolu,Million euro,"14,533.83",
2011,"Malatya, Elazig, Bingöl, Tunceli",Million euro,"8,083.86",
2011,"Van, Mus, Bitlis, Hakkari",Million euro,"6,449.98",
2011,Güneydogu Anadolu,Million euro,"30,665.49",
2011,"Gaziantep, Adiyaman, Kilis",Million euro,"11,257.49",
2011,"Sanliurfa, Diyarbakir",Million euro,"11,515.81",
2011,"Mardin, Batman, Sirnak, Siirt",Million euro,"7,892.19",
2012,European Union - 27 countries (from 2020),Million euro,"11,391,843.74",
2012,Belgium,Million euro,"386,174.70",
2012,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Million euro,"73,165.33",
2012,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Million euro,"73,165.33",
2012,Vlaams Gewest,Million euro,"223,425.36",
2012,Prov. Antwerpen,Million euro,"73,214.58",
2012,Prov. Limburg (BE),Million euro,"24,132.91",
2012,Prov. Oost-Vlaanderen,Million euro,"46,065.40",
2012,Prov. Vlaams-Brabant,Million euro,"41,014.57",
2012,Prov. West-Vlaanderen,Million euro,"38,997.91",
2012,Région wallonne,Million euro,"89,316.87",
2012,Prov. Brabant wallon,Million euro,"14,535.30",
2012,Prov. Hainaut,Million euro,"29,696.97",
2012,Prov. Liège,Million euro,"27,373.34",
2012,Prov. Luxembourg (BE),Million euro,"5,984.85",
2012,Prov. Namur,Million euro,"11,726.41",
2012,Extra-Regio NUTS 1,Million euro,267.14,
2012,Extra-Regio NUTS 2,Million euro,267.14,
2012,Bulgaria,Million euro,"42,256.83",
2012,Severna i yugoiztochna Bulgaria,Million euro,"16,198.81",
2012,Severozapaden,Million euro,"3,002.76",
2012,Severen tsentralen,Million euro,"3,404.68",
2012,Severoiztochen,Million euro,"4,598.21",
2012,Yugoiztochen,Million euro,"5,193.16",
2012,Yugozapadna i yuzhna tsentralna Bulgaria,Million euro,"26,058.02",
2012,Yugozapaden,Million euro,"20,021.94",
2012,Yuzhen tsentralen,Million euro,"6,036.07",
2012,Czechia,Million euro,"162,587.46",
2012,Cesko,Million euro,"162,587.46",
2012,Praha,Million euro,"42,458.38",
2012,Strední Cechy,Million euro,"18,016.22",
2012,Jihozápad,Million euro,"16,040.55",
2012,Severozápad,Million euro,"12,968.18",
2012,Severovýchod,Million euro,"18,491.01",
2012,Jihovýchod,Million euro,"23,630.57",
2012,Strední Morava,Million euro,"14,988.37",
2012,Moravskoslezsko,Million euro,"15,994.18",
2012,Denmark,Million euro,"254,578",
2012,Danmark,Million euro,"245,640.23",
2012,Hovedstaden,Million euro,"97,256.44",
2012,Sjælland,Million euro,"25,470.62",
2012,Syddanmark,Million euro,"49,040.88",
2012,Midtjylland,Million euro,"51,529.73",
2012,Nordjylland,Million euro,"22,342.40",
2012,Extra-Regio NUTS 1,Million euro,"8,937.93",
2012,Extra-Regio NUTS 2,Million euro,"8,937.93",
2012,Germany (until 1990 former territory of the FRG),Million euro,"2,745,310",
2012,Baden-Württemberg,Million euro,"414,607.96",
2012,Stuttgart,Million euro,"175,849.17",
2012,Karlsruhe,Million euro,"103,103.95",
2012,Freiburg,Million euro,"70,820.85",
2012,Tübingen,Million euro,"64,833.96",
2012,Bayern,Million euro,"496,512.13",
2012,Oberbayern,Million euro,"216,346.92",
2012,Niederbayern,Million euro,"39,145.71",
2012,Oberpfalz,Million euro,"37,654.05",
2012,Oberfranken,Million euro,"33,272.79",
2012,Mittelfranken,Million euro,"64,204.87",
2012,Unterfranken,Million euro,"45,034.41",
2012,Schwaben,Million euro,"60,853.37",
2012,Berlin,Million euro,"109,771.99",
2012,Berlin,Million euro,"109,771.99",
2012,Brandenburg,Million euro,"58,904.61",
2012,Brandenburg,Million euro,"58,904.61",
2012,Bremen,Million euro,"28,516.51",
2012,Bremen,Million euro,"28,516.51",
2012,Hamburg,Million euro,"97,009.22",
2012,Hamburg,Million euro,"97,009.22",
2012,Hessen,Million euro,"237,951.13",
2012,Darmstadt,Million euro,"170,938.06",
2012,Gießen,Million euro,"29,788.44",
2012,Kassel,Million euro,"37,224.63",
2012,Mecklenburg-Vorpommern,Million euro,"36,420.65",
2012,Mecklenburg-Vorpommern,Million euro,"36,420.65",
2012,Niedersachsen,Million euro,"244,817",
2012,Braunschweig,Million euro,"61,477.76",
2012,Hannover,Million euro,"70,175.31",
2012,Lüneburg,Million euro,"39,512.83",
2012,Weser-Ems,Million euro,"73,651.09",
2012,Nordrhein-Westfalen,Million euro,"582,710.06",
2012,Düsseldorf,Million euro,"182,687.74",
2012,Köln,Million euro,"154,238.55",
2012,Münster,Million euro,"74,530.69",
2012,Detmold,Million euro,"64,849.37",
2012,Arnsberg,Million euro,"106,403.71",
2012,Rheinland-Pfalz,Million euro,"120,490.07",
2012,Koblenz,Million euro,"41,267.31",
2012,Trier,Million euro,"13,572.83",
2012,Rheinhessen-Pfalz,Million euro,"65,649.93",
